expansion_variant_id,evaluation_side,cases,average_quick_attack_probability,average_ascension_probability,average_score_gap,minimum_score_gap,maximum_score_gap,quick_attack_advantage_cases,ascension_advantage_cases
EEVEE_ENERGY_ADVANTAGE,Opponent,23,0.7519130434782609,0.15843478260869565,0.5934782608695652,0.524,0.686,23,0
EEVEE_ENERGY_ADVANTAGE,Player,23,0.7537391304347826,0.15643478260869564,0.597304347826087,0.528,0.6880000000000001,23,0
MINIMUM_MULTI_ACTION_ENERGY,Opponent,23,0.74,0.1723478260869565,0.5676521739130436,0.51,0.648,23,0
MINIMUM_MULTI_ACTION_ENERGY,Player,23,0.7442608695652173,0.1679130434782609,0.5763478260869566,0.514,0.658,23,0
OBSERVED_ENERGY_CONTEXT,Opponent,23,0.7519130434782609,0.15843478260869565,0.5934782608695652,0.524,0.686,23,0
OBSERVED_ENERGY_CONTEXT,Player,23,0.7537391304347826,0.15643478260869564,0.597304347826087,0.528,0.6880000000000001,23,0
SYMMETRIC_TWO_ENERGY,Opponent,23,0.74,0.1723478260869565,0.5676521739130436,0.51,0.648,23,0
SYMMETRIC_TWO_ENERGY,Player,23,0.7442608695652173,0.1679130434782609,0.5763478260869566,0.514,0.658,23,0
