source_energy_references,energy_state_attributes,instrumentation_column_count,frozen_history_energy_columns,design_status,recommended_next_stage
1,1,22,0,SOURCE_ENERGY_FIELD_IDENTIFIED,INSTRUMENTED_TOURNAMENT_REPLAY
