counterfactual_group,counterfactual_id,cases,average_quick_attack_probability,average_ascension_probability,average_score_margin,minimum_score_margin,maximum_score_margin,average_quick_attack_probability_change,average_ascension_probability_change,average_score_margin_change,minimum_score_margin_change,maximum_score_margin_change,predicted_action_changes,ascension_overtake_cases,predicted_action_change_rate,ascension_overtake_rate,average_absolute_score_margin_change
LEGAL_STRUCTURE,LEGAL_SIGNATURE_ASCENSION_ONLY,184,0.058652173913043476,0.6422173913043479,-0.5835652173913044,-0.618,-0.514,-0.6888260869565217,0.47843478260869565,-1.1672608695652174,-1.2440000000000002,-1.0859999999999999,184,184,1.0,1.0,1.1672608695652174
LEGAL_STRUCTURE,LEGAL_SIGNATURE_QUICK_ATTACK_ONLY,184,0.1733913043478261,0.40156521739130435,-0.22817391304347828,-0.26,-0.17,-0.5740869565217391,0.23778260869565218,-0.8118695652173914,-0.8820000000000001,-0.742,184,184,1.0,1.0,0.8118695652173914
TURN_STATE,LATE_TURN,184,0.7596521739130435,0.15595652173913044,0.6036956521739131,0.524,0.72,0.012173913043478245,-0.007826086956521741,0.01999999999999999,0.008000000000000007,0.03200000000000003,0,0,0.0,0.0,0.01999999999999999
ENERGY_STATE,HIGH_ACTING_ENERGY,184,0.7556521739130434,0.15460869565217392,0.6010434782608697,0.536,0.6880000000000001,0.008173913043478268,-0.009173913043478263,0.01734782608695653,0.0,0.04200000000000004,0,0,0.0,0.0,0.01734782608695653
ENERGY_STATE,LOW_ACTING_ENERGY,184,0.739695652173913,0.17156521739130434,0.5681304347826087,0.508,0.65,-0.007782608695652181,0.007782608695652175,-0.015565217391304361,-0.04400000000000004,-0.0020000000000000018,0,0,0.0,0.0,0.015565217391304361
ENERGY_STATE,ACTING_ENERGY_ADVANTAGE,184,0.7498260869565216,0.15943478260869565,0.5903913043478262,0.528,0.678,0.002347826086956524,-0.0043478260869565235,0.00669565217391305,-0.020000000000000018,0.026000000000000023,0,0,0.0,0.0,0.0133913043478261
ENERGY_STATE,ACTING_ENERGY_DISADVANTAGE,184,0.7438260869565217,0.16843478260869565,0.575391304347826,0.514,0.658,-0.0036521739130434814,0.004652173913043478,-0.008304347826086965,-0.04200000000000004,0.008000000000000007,0,0,0.0,0.0,0.011695652173913053
TURN_STATE,EARLY_TURN,184,0.739304347826087,0.15630434782608696,0.5830000000000001,0.512,0.6880000000000001,-0.008173913043478268,-0.0074782608695652215,-0.0006956521739130441,-0.0040000000000000036,0.0020000000000000018,0,0,0.0,0.0,0.0020869565217391324
BASELINE,BASELINE,184,0.7474782608695653,0.16378260869565217,0.5836956521739131,0.51,0.6880000000000001,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
