expansion_variant_id,evaluation_side,selected_move,decisions,average_confidence,minimum_confidence,maximum_confidence,fallback_decisions,move_share
EEVEE_ENERGY_ADVANTAGE,Opponent,Quick Attack,23,0.9098260869565217,0.852,0.976,0,1.0
EEVEE_ENERGY_ADVANTAGE,Player,Quick Attack,23,0.9116521739130434,0.854,0.978,0,1.0
MINIMUM_MULTI_ACTION_ENERGY,Opponent,Quick Attack,23,0.8689565217391305,0.824,0.918,0,1.0
MINIMUM_MULTI_ACTION_ENERGY,Player,Quick Attack,23,0.8732173913043478,0.826,0.926,0,1.0
OBSERVED_ENERGY_CONTEXT,Opponent,Quick Attack,23,0.9098260869565217,0.852,0.976,0,1.0
OBSERVED_ENERGY_CONTEXT,Player,Quick Attack,23,0.9116521739130434,0.854,0.978,0,1.0
SYMMETRIC_TWO_ENERGY,Opponent,Quick Attack,23,0.8689565217391305,0.824,0.918,0,1.0
SYMMETRIC_TWO_ENERGY,Player,Quick Attack,23,0.8732173913043478,0.826,0.926,0,1.0
