condition_id,acting_side,decisions,scenarios,forced_decisions,genuine_choice_decisions,average_legal_moves,average_confidence,average_energy,genuine_choice_rate
BASELINE,Opponent,29,8,15,14,1.4827586206896552,0.9578620689655172,2.3793103448275863,0.4827586206896552
BASELINE,Player,27,7,27,0,1.0,1.0,2.3703703703703702,0.0
ENERGY_PRESSURE,Opponent,46,8,46,0,1.0,1.0,0.34782608695652173,0.0
ENERGY_PRESSURE,Player,48,8,48,0,1.0,1.0,2.1666666666666665,0.0
HP_PRESSURE,Opponent,17,8,8,9,1.5294117647058822,0.9834117647058823,2.411764705882353,0.5294117647058824
HP_PRESSURE,Player,13,7,13,0,1.0,1.0,2.3076923076923075,0.0
