expanded_pair_id,comparison_case_id,evaluation_side,source_pair_id,source_scenario_id,source_condition_id,source_decision_number,source_turn_number,expansion_variant_id,evaluation_batch_number,acting_card,opposing_card,acting_hp,opposing_hp,acting_energy,opposing_energy,expected_legal_moves,runtime_legal_moves,legal_move_sets_match,selected_move,selected_move_is_legal,selected_probability,prediction_confidence,routing_reason,raw_predicted_action,fallback_used,policy_history_record_available,acting_card_match,opposing_card_match,acting_energy_match,opposing_energy_match,case_execution_success,error_type,error_message
4WE_PAIR_008_V03,4WE_PAIR_008_V03__OPPONENT,Opponent,4WC_PAIR_008,T52_S002__BASELINE,BASELINE,3,3,SYMMETRIC_TWO_ENERGY,4,Eevee,Bulbasaur,50.0,80.0,2,2,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.838,0.838,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_008_V03,4WE_PAIR_008_V03__PLAYER,Player,4WC_PAIR_008,T52_S002__BASELINE,BASELINE,3,3,SYMMETRIC_TWO_ENERGY,4,Eevee,Bulbasaur,50.0,80.0,2,2,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.84,0.84,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_008_V04,4WE_PAIR_008_V04__OPPONENT,Opponent,4WC_PAIR_008,T52_S002__BASELINE,BASELINE,3,3,EEVEE_ENERGY_ADVANTAGE,1,Eevee,Bulbasaur,50.0,80.0,3,2,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.866,0.866,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_008_V04,4WE_PAIR_008_V04__PLAYER,Player,4WC_PAIR_008,T52_S002__BASELINE,BASELINE,3,3,EEVEE_ENERGY_ADVANTAGE,1,Eevee,Bulbasaur,50.0,80.0,3,2,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.868,0.868,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_009_V01,4WE_PAIR_009_V01__OPPONENT,Opponent,4WC_PAIR_009,T52_S002__BASELINE,BASELINE,5,5,OBSERVED_ENERGY_CONTEXT,3,Eevee,Bulbasaur,50.0,80.0,3,3,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.866,0.866,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_009_V01,4WE_PAIR_009_V01__PLAYER,Player,4WC_PAIR_009,T52_S002__BASELINE,BASELINE,5,5,OBSERVED_ENERGY_CONTEXT,3,Eevee,Bulbasaur,50.0,80.0,3,3,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.868,0.868,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_009_V02,4WE_PAIR_009_V02__OPPONENT,Opponent,4WC_PAIR_009,T52_S002__BASELINE,BASELINE,5,5,MINIMUM_MULTI_ACTION_ENERGY,2,Eevee,Bulbasaur,50.0,80.0,2,3,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.838,0.838,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_009_V02,4WE_PAIR_009_V02__PLAYER,Player,4WC_PAIR_009,T52_S002__BASELINE,BASELINE,5,5,MINIMUM_MULTI_ACTION_ENERGY,2,Eevee,Bulbasaur,50.0,80.0,2,3,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.84,0.84,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_009_V03,4WE_PAIR_009_V03__OPPONENT,Opponent,4WC_PAIR_009,T52_S002__BASELINE,BASELINE,5,5,SYMMETRIC_TWO_ENERGY,4,Eevee,Bulbasaur,50.0,80.0,2,2,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.838,0.838,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_009_V03,4WE_PAIR_009_V03__PLAYER,Player,4WC_PAIR_009,T52_S002__BASELINE,BASELINE,5,5,SYMMETRIC_TWO_ENERGY,4,Eevee,Bulbasaur,50.0,80.0,2,2,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.84,0.84,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_009_V04,4WE_PAIR_009_V04__OPPONENT,Opponent,4WC_PAIR_009,T52_S002__BASELINE,BASELINE,5,5,EEVEE_ENERGY_ADVANTAGE,1,Eevee,Bulbasaur,50.0,80.0,3,2,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.866,0.866,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_009_V04,4WE_PAIR_009_V04__PLAYER,Player,4WC_PAIR_009,T52_S002__BASELINE,BASELINE,5,5,EEVEE_ENERGY_ADVANTAGE,1,Eevee,Bulbasaur,50.0,80.0,3,2,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.868,0.868,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_010_V01,4WE_PAIR_010_V01__OPPONENT,Opponent,4WC_PAIR_010,T52_S002__BASELINE,BASELINE,7,7,OBSERVED_ENERGY_CONTEXT,3,Eevee,Bulbasaur,50.0,80.0,3,3,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.868,0.868,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_010_V01,4WE_PAIR_010_V01__PLAYER,Player,4WC_PAIR_010,T52_S002__BASELINE,BASELINE,7,7,OBSERVED_ENERGY_CONTEXT,3,Eevee,Bulbasaur,50.0,80.0,3,3,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.87,0.87,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_010_V02,4WE_PAIR_010_V02__OPPONENT,Opponent,4WC_PAIR_010,T52_S002__BASELINE,BASELINE,7,7,MINIMUM_MULTI_ACTION_ENERGY,2,Eevee,Bulbasaur,50.0,80.0,2,3,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.84,0.84,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_010_V02,4WE_PAIR_010_V02__PLAYER,Player,4WC_PAIR_010,T52_S002__BASELINE,BASELINE,7,7,MINIMUM_MULTI_ACTION_ENERGY,2,Eevee,Bulbasaur,50.0,80.0,2,3,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.842,0.842,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_010_V03,4WE_PAIR_010_V03__OPPONENT,Opponent,4WC_PAIR_010,T52_S002__BASELINE,BASELINE,7,7,SYMMETRIC_TWO_ENERGY,4,Eevee,Bulbasaur,50.0,80.0,2,2,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.84,0.84,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_010_V03,4WE_PAIR_010_V03__PLAYER,Player,4WC_PAIR_010,T52_S002__BASELINE,BASELINE,7,7,SYMMETRIC_TWO_ENERGY,4,Eevee,Bulbasaur,50.0,80.0,2,2,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.842,0.842,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_010_V04,4WE_PAIR_010_V04__OPPONENT,Opponent,4WC_PAIR_010,T52_S002__BASELINE,BASELINE,7,7,EEVEE_ENERGY_ADVANTAGE,1,Eevee,Bulbasaur,50.0,80.0,3,2,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.868,0.868,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_010_V04,4WE_PAIR_010_V04__PLAYER,Player,4WC_PAIR_010,T52_S002__BASELINE,BASELINE,7,7,EEVEE_ENERGY_ADVANTAGE,1,Eevee,Bulbasaur,50.0,80.0,3,2,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.87,0.87,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_011_V01,4WE_PAIR_011_V01__OPPONENT,Opponent,4WC_PAIR_011,T52_S002__HP_PRESSURE,HP_PRESSURE,1,1,OBSERVED_ENERGY_CONTEXT,3,Eevee,Bulbasaur,50.0,40.0,3,3,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.958,0.958,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_011_V01,4WE_PAIR_011_V01__PLAYER,Player,4WC_PAIR_011,T52_S002__HP_PRESSURE,HP_PRESSURE,1,1,OBSERVED_ENERGY_CONTEXT,3,Eevee,Bulbasaur,50.0,40.0,3,3,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.96,0.96,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_011_V02,4WE_PAIR_011_V02__OPPONENT,Opponent,4WC_PAIR_011,T52_S002__HP_PRESSURE,HP_PRESSURE,1,1,MINIMUM_MULTI_ACTION_ENERGY,2,Eevee,Bulbasaur,50.0,40.0,2,3,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.9,0.9,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_011_V02,4WE_PAIR_011_V02__PLAYER,Player,4WC_PAIR_011,T52_S002__HP_PRESSURE,HP_PRESSURE,1,1,MINIMUM_MULTI_ACTION_ENERGY,2,Eevee,Bulbasaur,50.0,40.0,2,3,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.908,0.908,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_011_V03,4WE_PAIR_011_V03__OPPONENT,Opponent,4WC_PAIR_011,T52_S002__HP_PRESSURE,HP_PRESSURE,1,1,SYMMETRIC_TWO_ENERGY,4,Eevee,Bulbasaur,50.0,40.0,2,2,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.9,0.9,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_011_V03,4WE_PAIR_011_V03__PLAYER,Player,4WC_PAIR_011,T52_S002__HP_PRESSURE,HP_PRESSURE,1,1,SYMMETRIC_TWO_ENERGY,4,Eevee,Bulbasaur,50.0,40.0,2,2,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.908,0.908,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_011_V04,4WE_PAIR_011_V04__OPPONENT,Opponent,4WC_PAIR_011,T52_S002__HP_PRESSURE,HP_PRESSURE,1,1,EEVEE_ENERGY_ADVANTAGE,1,Eevee,Bulbasaur,50.0,40.0,3,2,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.958,0.958,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_011_V04,4WE_PAIR_011_V04__PLAYER,Player,4WC_PAIR_011,T52_S002__HP_PRESSURE,HP_PRESSURE,1,1,EEVEE_ENERGY_ADVANTAGE,1,Eevee,Bulbasaur,50.0,40.0,3,2,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.96,0.96,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_012_V01,4WE_PAIR_012_V01__OPPONENT,Opponent,4WC_PAIR_012,T52_S002__HP_PRESSURE,HP_PRESSURE,3,3,OBSERVED_ENERGY_CONTEXT,3,Eevee,Bulbasaur,50.0,40.0,3,3,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.976,0.976,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_012_V01,4WE_PAIR_012_V01__PLAYER,Player,4WC_PAIR_012,T52_S002__HP_PRESSURE,HP_PRESSURE,3,3,OBSERVED_ENERGY_CONTEXT,3,Eevee,Bulbasaur,50.0,40.0,3,3,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.978,0.978,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_012_V02,4WE_PAIR_012_V02__OPPONENT,Opponent,4WC_PAIR_012,T52_S002__HP_PRESSURE,HP_PRESSURE,3,3,MINIMUM_MULTI_ACTION_ENERGY,2,Eevee,Bulbasaur,50.0,40.0,2,3,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.918,0.918,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_012_V02,4WE_PAIR_012_V02__PLAYER,Player,4WC_PAIR_012,T52_S002__HP_PRESSURE,HP_PRESSURE,3,3,MINIMUM_MULTI_ACTION_ENERGY,2,Eevee,Bulbasaur,50.0,40.0,2,3,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.926,0.926,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_012_V03,4WE_PAIR_012_V03__OPPONENT,Opponent,4WC_PAIR_012,T52_S002__HP_PRESSURE,HP_PRESSURE,3,3,SYMMETRIC_TWO_ENERGY,4,Eevee,Bulbasaur,50.0,40.0,2,2,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.918,0.918,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_012_V03,4WE_PAIR_012_V03__PLAYER,Player,4WC_PAIR_012,T52_S002__HP_PRESSURE,HP_PRESSURE,3,3,SYMMETRIC_TWO_ENERGY,4,Eevee,Bulbasaur,50.0,40.0,2,2,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.926,0.926,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_012_V04,4WE_PAIR_012_V04__OPPONENT,Opponent,4WC_PAIR_012,T52_S002__HP_PRESSURE,HP_PRESSURE,3,3,EEVEE_ENERGY_ADVANTAGE,1,Eevee,Bulbasaur,50.0,40.0,3,2,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.976,0.976,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_012_V04,4WE_PAIR_012_V04__PLAYER,Player,4WC_PAIR_012,T52_S002__HP_PRESSURE,HP_PRESSURE,3,3,EEVEE_ENERGY_ADVANTAGE,1,Eevee,Bulbasaur,50.0,40.0,3,2,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.978,0.978,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_013_V01,4WE_PAIR_013_V01__OPPONENT,Opponent,4WC_PAIR_013,T52_S003__BASELINE,BASELINE,2,2,OBSERVED_ENERGY_CONTEXT,3,Eevee,Charmander,50.0,80.0,3,3,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.866,0.866,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_013_V01,4WE_PAIR_013_V01__PLAYER,Player,4WC_PAIR_013,T52_S003__BASELINE,BASELINE,2,2,OBSERVED_ENERGY_CONTEXT,3,Eevee,Charmander,50.0,80.0,3,3,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.868,0.868,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_013_V02,4WE_PAIR_013_V02__OPPONENT,Opponent,4WC_PAIR_013,T52_S003__BASELINE,BASELINE,2,2,MINIMUM_MULTI_ACTION_ENERGY,2,Eevee,Charmander,50.0,80.0,2,3,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.838,0.838,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_013_V02,4WE_PAIR_013_V02__PLAYER,Player,4WC_PAIR_013,T52_S003__BASELINE,BASELINE,2,2,MINIMUM_MULTI_ACTION_ENERGY,2,Eevee,Charmander,50.0,80.0,2,3,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.84,0.84,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_013_V03,4WE_PAIR_013_V03__OPPONENT,Opponent,4WC_PAIR_013,T52_S003__BASELINE,BASELINE,2,2,SYMMETRIC_TWO_ENERGY,4,Eevee,Charmander,50.0,80.0,2,2,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.838,0.838,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_013_V03,4WE_PAIR_013_V03__PLAYER,Player,4WC_PAIR_013,T52_S003__BASELINE,BASELINE,2,2,SYMMETRIC_TWO_ENERGY,4,Eevee,Charmander,50.0,80.0,2,2,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.84,0.84,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_013_V04,4WE_PAIR_013_V04__OPPONENT,Opponent,4WC_PAIR_013,T52_S003__BASELINE,BASELINE,2,2,EEVEE_ENERGY_ADVANTAGE,1,Eevee,Charmander,50.0,80.0,3,2,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.866,0.866,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_013_V04,4WE_PAIR_013_V04__PLAYER,Player,4WC_PAIR_013,T52_S003__BASELINE,BASELINE,2,2,EEVEE_ENERGY_ADVANTAGE,1,Eevee,Charmander,50.0,80.0,3,2,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.868,0.868,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_014_V01,4WE_PAIR_014_V01__OPPONENT,Opponent,4WC_PAIR_014,T52_S003__BASELINE,BASELINE,4,4,OBSERVED_ENERGY_CONTEXT,3,Eevee,Charmander,50.0,80.0,3,3,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.866,0.866,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_014_V01,4WE_PAIR_014_V01__PLAYER,Player,4WC_PAIR_014,T52_S003__BASELINE,BASELINE,4,4,OBSERVED_ENERGY_CONTEXT,3,Eevee,Charmander,50.0,80.0,3,3,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.868,0.868,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_014_V02,4WE_PAIR_014_V02__OPPONENT,Opponent,4WC_PAIR_014,T52_S003__BASELINE,BASELINE,4,4,MINIMUM_MULTI_ACTION_ENERGY,2,Eevee,Charmander,50.0,80.0,2,3,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.838,0.838,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_014_V02,4WE_PAIR_014_V02__PLAYER,Player,4WC_PAIR_014,T52_S003__BASELINE,BASELINE,4,4,MINIMUM_MULTI_ACTION_ENERGY,2,Eevee,Charmander,50.0,80.0,2,3,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.84,0.84,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_014_V03,4WE_PAIR_014_V03__OPPONENT,Opponent,4WC_PAIR_014,T52_S003__BASELINE,BASELINE,4,4,SYMMETRIC_TWO_ENERGY,4,Eevee,Charmander,50.0,80.0,2,2,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.838,0.838,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_014_V03,4WE_PAIR_014_V03__PLAYER,Player,4WC_PAIR_014,T52_S003__BASELINE,BASELINE,4,4,SYMMETRIC_TWO_ENERGY,4,Eevee,Charmander,50.0,80.0,2,2,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.84,0.84,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_014_V04,4WE_PAIR_014_V04__OPPONENT,Opponent,4WC_PAIR_014,T52_S003__BASELINE,BASELINE,4,4,EEVEE_ENERGY_ADVANTAGE,1,Eevee,Charmander,50.0,80.0,3,2,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.866,0.866,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_014_V04,4WE_PAIR_014_V04__PLAYER,Player,4WC_PAIR_014,T52_S003__BASELINE,BASELINE,4,4,EEVEE_ENERGY_ADVANTAGE,1,Eevee,Charmander,50.0,80.0,3,2,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.868,0.868,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_015_V01,4WE_PAIR_015_V01__OPPONENT,Opponent,4WC_PAIR_015,T52_S003__HP_PRESSURE,HP_PRESSURE,2,2,OBSERVED_ENERGY_CONTEXT,3,Eevee,Charmander,50.0,40.0,3,3,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.974,0.974,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_015_V01,4WE_PAIR_015_V01__PLAYER,Player,4WC_PAIR_015,T52_S003__HP_PRESSURE,HP_PRESSURE,2,2,OBSERVED_ENERGY_CONTEXT,3,Eevee,Charmander,50.0,40.0,3,3,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.976,0.976,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_015_V02,4WE_PAIR_015_V02__OPPONENT,Opponent,4WC_PAIR_015,T52_S003__HP_PRESSURE,HP_PRESSURE,2,2,MINIMUM_MULTI_ACTION_ENERGY,2,Eevee,Charmander,50.0,40.0,2,3,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.916,0.916,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_015_V02,4WE_PAIR_015_V02__PLAYER,Player,4WC_PAIR_015,T52_S003__HP_PRESSURE,HP_PRESSURE,2,2,MINIMUM_MULTI_ACTION_ENERGY,2,Eevee,Charmander,50.0,40.0,2,3,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.924,0.924,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_015_V03,4WE_PAIR_015_V03__OPPONENT,Opponent,4WC_PAIR_015,T52_S003__HP_PRESSURE,HP_PRESSURE,2,2,SYMMETRIC_TWO_ENERGY,4,Eevee,Charmander,50.0,40.0,2,2,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.916,0.916,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_015_V03,4WE_PAIR_015_V03__PLAYER,Player,4WC_PAIR_015,T52_S003__HP_PRESSURE,HP_PRESSURE,2,2,SYMMETRIC_TWO_ENERGY,4,Eevee,Charmander,50.0,40.0,2,2,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.924,0.924,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_015_V04,4WE_PAIR_015_V04__OPPONENT,Opponent,4WC_PAIR_015,T52_S003__HP_PRESSURE,HP_PRESSURE,2,2,EEVEE_ENERGY_ADVANTAGE,1,Eevee,Charmander,50.0,40.0,3,2,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.974,0.974,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_015_V04,4WE_PAIR_015_V04__PLAYER,Player,4WC_PAIR_015,T52_S003__HP_PRESSURE,HP_PRESSURE,2,2,EEVEE_ENERGY_ADVANTAGE,1,Eevee,Charmander,50.0,40.0,3,2,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.976,0.976,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_016_V01,4WE_PAIR_016_V01__OPPONENT,Opponent,4WC_PAIR_016,T52_S003__HP_PRESSURE,HP_PRESSURE,4,4,OBSERVED_ENERGY_CONTEXT,3,Eevee,Charmander,50.0,40.0,3,3,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.974,0.974,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_016_V01,4WE_PAIR_016_V01__PLAYER,Player,4WC_PAIR_016,T52_S003__HP_PRESSURE,HP_PRESSURE,4,4,OBSERVED_ENERGY_CONTEXT,3,Eevee,Charmander,50.0,40.0,3,3,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.976,0.976,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_016_V02,4WE_PAIR_016_V02__OPPONENT,Opponent,4WC_PAIR_016,T52_S003__HP_PRESSURE,HP_PRESSURE,4,4,MINIMUM_MULTI_ACTION_ENERGY,2,Eevee,Charmander,50.0,40.0,2,3,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.916,0.916,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_016_V02,4WE_PAIR_016_V02__PLAYER,Player,4WC_PAIR_016,T52_S003__HP_PRESSURE,HP_PRESSURE,4,4,MINIMUM_MULTI_ACTION_ENERGY,2,Eevee,Charmander,50.0,40.0,2,3,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.924,0.924,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
