acting_side,active_card,selected_move,decisions,scenarios,player_wins,player_losses,draws,average_confidence,minimum_confidence,maximum_confidence
Opponent,Eevee,Quick Attack,23,10,5,18,0,0.940608695652174,0.858,1.0
