player_card,Battles,Wins,AvgConfidence,AvgTurns,WinRate
Charmander,6,4,0.7501740740740742,4.833333333333333,0.6666666666666666
Bulbasaur,9,3,0.7709884185773075,5.222222222222222,0.3333333333333333
Eevee,3,0,0.8024222222222224,13.333333333333334,0.0
Meowth,6,0,0.6296771043771043,15.666666666666666,0.0
