damage_band,decisions,masked_decisions,legal_raw_predictions,fallback_decisions,average_confidence,average_legal_move_count,masking_rate,raw_legality_rate,fallback_rate
UNKNOWN,210,151,59,1,0.6558285714285714,1.1095238095238096,0.719047619047619,0.28095238095238095,0.004761904761904762
