factor,group_count,minimum_masking_rate,maximum_masking_rate,masking_rate_spread,weighted_average_masking_rate
legal_move_signature,6,0.0,1.0,1.0,0.719047619047619
active_card,4,0.0,1.0,1.0,0.719047619047619
legal_action_count,2,0.0,0.8074866310160428,0.8074866310160428,0.719047619047619
confidence_band,3,0.3548387096774194,0.9836065573770492,0.6287678476996298,0.719047619047619
energy_band,3,0.6166666666666667,1.0,0.3833333333333333,0.719047619047619
battle_phase,3,0.6538461538461539,0.7747747747747747,0.12092862092862089,0.719047619047619
condition_id,3,0.6333333333333333,0.75,0.1166666666666667,0.719047619047619
damage_band,1,0.719047619047619,0.719047619047619,0.0,0.719047619047619
