battle_number,scenario_id,base_scenario_id,condition_id,turn_number,current_player,legal_moves,selected_move,raw_predicted_move,confidence,selected_probability,fallback_used,fallback_reason,masking_changed_action,legal_move_list,legal_move_count_recomputed,normalized_raw_prediction,normalized_selected_move,normalized_legal_moves,raw_prediction_legal,masking_changed_action_recomputed,masking_changed_action_stored,decision_category,selected_probability_numeric,selected_masked_probability_numeric,raw_to_selected_probability_gap,masked_probability_gain,condition_name,player_card,opponent_card,starting_side,winner,recorded_turns,starting_player_hp,starting_opponent_hp,starting_player_energy,starting_opponent_energy
16,T52_S006__BASELINE,T52_S006,BASELINE,1,Opponent,['Bind Down'],Bind Down,Ascension,0.648,0.0,True,All matching legal actions had zero policy probability.,True,['Bind Down'],1,ascension,bind down,['bind down'],False,True,True,FALLBACK,0.0,0.0,0.648,0.0,Baseline,Meowth,Bulbasaur,Opponent,Opponent,11,60.0,80.0,2,2
