metric,notebook52,notebook53,absolute_change
raw_prediction_legality_rate,0.28095238095238095,0.8285714285714286,0.5476190476190477
raw_masking_required_rate,0.719047619047619,0.17142857142857143,-0.5476190476190477
routed_move_legality_rate,1.0,1.0,0.0
selected_move_agreement_rate,1.0,1.0,0.0
