source_scenario_id,match_id,agent_name,baseline_name,player_card,opponent_card,starting_side,evaluated_agent_side,normalized_side,winner,turns,stop_reason,fallback_count,elapsed_seconds,baseline_strength,side_priority,turn_complexity,hard_example_priority,hard_example_rank,replay_level,mining_status,records_mined,queue_position
NB48_LOSS_6,6,Competitive Policy,Random Baseline,Meowth,Eevee,Player,Opponent,Opponent,Player,3,Battle reached a terminal state.,0,0.0014873000327497,1.0,2.0,1.0,2.0,86,LEVEL_1_SCENARIO_REGENERATION,PENDING_REPLAY,0,86
NB48_LOSS_10,10,Competitive Policy,Random Baseline,Bulbasaur,Eevee,Player,Opponent,Opponent,Player,3,Battle reached a terminal state.,0,0.0009875999530777,1.0,2.0,1.0,2.0,87,LEVEL_1_SCENARIO_REGENERATION,PENDING_REPLAY,0,87
NB48_LOSS_22,22,Competitive Policy,Random Baseline,Bulbasaur,Eevee,Player,Opponent,Opponent,Player,3,Battle reached a terminal state.,0,0.000907800043933,1.0,2.0,1.0,2.0,88,LEVEL_1_SCENARIO_REGENERATION,PENDING_REPLAY,0,88
NB48_LOSS_30,30,Competitive Policy,Random Baseline,Meowth,Eevee,Player,Opponent,Opponent,Player,3,Battle reached a terminal state.,0,0.0009652000153437,1.0,2.0,1.0,2.0,89,LEVEL_1_SCENARIO_REGENERATION,PENDING_REPLAY,0,89
NB48_LOSS_34,34,Competitive Policy,Random Baseline,Bulbasaur,Eevee,Player,Opponent,Opponent,Player,3,Battle reached a terminal state.,0,0.0009426000760868,1.0,2.0,1.0,2.0,90,LEVEL_1_SCENARIO_REGENERATION,PENDING_REPLAY,0,90
NB48_LOSS_42,42,Competitive Policy,Random Baseline,Meowth,Eevee,Player,Opponent,Opponent,Player,3,Battle reached a terminal state.,0,0.0009072000393643,1.0,2.0,1.0,2.0,91,LEVEL_1_SCENARIO_REGENERATION,PENDING_REPLAY,0,91
NB48_LOSS_74,74,Competitive Policy,Random Baseline,Charmander,Eevee,Player,Opponent,Opponent,Player,3,Battle reached a terminal state.,0,0.000774799962528,1.0,2.0,1.0,2.0,92,LEVEL_1_SCENARIO_REGENERATION,PENDING_REPLAY,0,92
NB48_LOSS_82,82,Competitive Policy,Random Baseline,Bulbasaur,Eevee,Player,Opponent,Opponent,Player,3,Battle reached a terminal state.,0,0.0007999000372365,1.0,2.0,1.0,2.0,93,LEVEL_1_SCENARIO_REGENERATION,PENDING_REPLAY,0,93
NB48_LOSS_94,94,Competitive Policy,Random Baseline,Bulbasaur,Eevee,Player,Opponent,Opponent,Player,3,Battle reached a terminal state.,0,0.0007888000691309,1.0,2.0,1.0,2.0,94,LEVEL_1_SCENARIO_REGENERATION,PENDING_REPLAY,0,94
NB48_LOSS_111,111,Competitive Policy,Greedy Damage Baseline,Eevee,Charmander,Opponent,Player,Player,Opponent,3,Battle reached a terminal state.,0,0.0008817999623715,2.0,1.0,1.0,2.0,95,LEVEL_1_SCENARIO_REGENERATION,PENDING_REPLAY,0,95
NB48_LOSS_123,123,Competitive Policy,Greedy Damage Baseline,Eevee,Charmander,Opponent,Player,Player,Opponent,3,Battle reached a terminal state.,0,0.0008663999615237,2.0,1.0,1.0,2.0,96,LEVEL_1_SCENARIO_REGENERATION,PENDING_REPLAY,0,96
NB48_LOSS_135,135,Competitive Policy,Greedy Damage Baseline,Eevee,Charmander,Opponent,Player,Player,Opponent,3,Battle reached a terminal state.,0,0.0009215000318363,2.0,1.0,1.0,2.0,97,LEVEL_1_SCENARIO_REGENERATION,PENDING_REPLAY,0,97
NB48_LOSS_147,147,Competitive Policy,Greedy Damage Baseline,Eevee,Charmander,Opponent,Player,Player,Opponent,3,Battle reached a terminal state.,0,0.0008772000437602,2.0,1.0,1.0,2.0,98,LEVEL_1_SCENARIO_REGENERATION,PENDING_REPLAY,0,98
NB48_LOSS_159,159,Competitive Policy,Greedy Damage Baseline,Eevee,Charmander,Opponent,Player,Player,Opponent,3,Battle reached a terminal state.,0,0.0008389999857172,2.0,1.0,1.0,2.0,99,LEVEL_1_SCENARIO_REGENERATION,PENDING_REPLAY,0,99
NB48_LOSS_171,171,Competitive Policy,Greedy Damage Baseline,Eevee,Charmander,Opponent,Player,Player,Opponent,3,Battle reached a terminal state.,0,0.0008722000056877,2.0,1.0,1.0,2.0,100,LEVEL_1_SCENARIO_REGENERATION,PENDING_REPLAY,0,100
NB48_LOSS_183,183,Competitive Policy,Greedy Damage Baseline,Eevee,Charmander,Opponent,Player,Player,Opponent,3,Battle reached a terminal state.,0,0.0009117999579757,2.0,1.0,1.0,2.0,101,LEVEL_1_SCENARIO_REGENERATION,PENDING_REPLAY,0,101
NB48_LOSS_195,195,Competitive Policy,Greedy Damage Baseline,Eevee,Charmander,Opponent,Player,Player,Opponent,3,Battle reached a terminal state.,0,0.0008671999676153,2.0,1.0,1.0,2.0,102,LEVEL_1_SCENARIO_REGENERATION,PENDING_REPLAY,0,102
NB48_LOSS_11,11,Competitive Policy,Random Baseline,Eevee,Charmander,Opponent,Player,Player,Opponent,3,Battle reached a terminal state.,0,0.0009437999688088,1.0,1.0,1.0,1.0,103,LEVEL_1_SCENARIO_REGENERATION,PENDING_REPLAY,0,103
NB48_LOSS_59,59,Competitive Policy,Random Baseline,Eevee,Charmander,Opponent,Player,Player,Opponent,3,Battle reached a terminal state.,0,0.0010340999579057,1.0,1.0,1.0,1.0,104,LEVEL_1_SCENARIO_REGENERATION,PENDING_REPLAY,0,104
NB48_LOSS_71,71,Competitive Policy,Random Baseline,Eevee,Charmander,Opponent,Player,Player,Opponent,3,Battle reached a terminal state.,0,0.0007642999989911,1.0,1.0,1.0,1.0,105,LEVEL_1_SCENARIO_REGENERATION,PENDING_REPLAY,0,105
NB48_LOSS_83,83,Competitive Policy,Random Baseline,Eevee,Charmander,Opponent,Player,Player,Opponent,3,Battle reached a terminal state.,0,0.0007572999456897,1.0,1.0,1.0,1.0,106,LEVEL_1_SCENARIO_REGENERATION,PENDING_REPLAY,0,106
