current_side,examples,fraction,original_weight_total,original_weight_mean,inverse_frequency_weight
Opponent,570,0.6785714285714286,970.242,1.702178947368421,0.6579381741874708
Player,270,0.32142857142857145,306.4765,1.1350981481481481,2.082897873083254
