strategy_a,strategy_b,cases,mean_maximum_probability_difference,median_maximum_probability_difference,maximum_probability_difference,mean_l1_probability_difference,maximum_l1_probability_difference,prediction_disagreements
R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,184,0.10693478260869567,0.108,0.168,0.21993478260869567,0.34,0
R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,184,0.07242391304347827,0.072,0.118,0.1472391304347826,0.23999999999999996,0
R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,184,0.05647826086956522,0.050000000000000024,0.094,0.11580434782608695,0.19200000000000006,0
R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,184,0.05441304347826089,0.062000000000000055,0.07600000000000007,0.11008695652173914,0.15600000000000008,0
R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,184,0.038065217391304376,0.04600000000000004,0.07800000000000007,0.07960869565217395,0.16400000000000006,0
R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,184,0.02028260869565218,0.016000000000000007,0.05199999999999999,0.04282608695652172,0.10400000000000004,0
