case_comparisons,unique_evaluation_cases,mean_maximum_probability_difference,median_maximum_probability_difference,maximum_probability_difference,mean_l1_probability_difference,maximum_l1_probability_difference,prediction_disagreements
1104,184,0.05809963768115943,0.05,0.168,0.11925000000000001,0.34,0
