strategy,feature_count,top_1_share,top_5_share,top_10_share,top_15_share,normalized_entropy,herfindahl_index,effective_feature_count
R0_CURRENT_BASELINE,64,0.05449979700429139,0.2286520128724599,0.4059966843301296,0.5591128308863851,0.8886778026445482,0.029286966315719504,34.144881693098384
R1_REMOVE_LEGAL_SIGNATURE,58,0.0568146100385615,0.2365880562552997,0.43413638546255,0.5961744733897637,0.8958773787890671,0.031045441746350558,32.210847833001175
R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,52,0.06210808089506031,0.3002774879426035,0.5055318609412678,0.6613959858778731,0.8799992997246812,0.037255574096580514,26.84162099898454
R3_STATE_CENTRIC_POLICY,46,0.08631854025492285,0.31057910131521244,0.49494877129605985,0.6525917515762516,0.8972057754966316,0.03916410312605447,25.53358612046795
