strategy,feature_position,feature_name,importance,importance_rank,importance_percent,feature_type,base_feature
R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,39,categorical__inactive_card_Bulbasaur,0.0003828350799687584,50,0.03828350799687584,categorical,inactive_card_Bulbasaur
R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,40,categorical__inactive_card_Charmander,0.00035949995260155145,51,0.035949995260155146,categorical,inactive_card_Charmander
R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,42,categorical__inactive_card_Meowth,0.00010590434833253252,52,0.010590434833253252,categorical,inactive_card_Meowth
R3_STATE_CENTRIC_POLICY,29,categorical__active_card_Bulbasaur,0.08631854025492286,1,8.631854025492286,categorical,active_card_Bulbasaur
R3_STATE_CENTRIC_POLICY,30,categorical__active_card_Charmander,0.07864169688212118,2,7.864169688212118,categorical,active_card_Charmander
R3_STATE_CENTRIC_POLICY,14,numeric__damage_difference,0.05700591226629761,3,5.7005912266297605,numeric,damage_difference
R3_STATE_CENTRIC_POLICY,12,numeric__acting_damage,0.048119531899841396,4,4.8119531899841395,numeric,acting_damage
R3_STATE_CENTRIC_POLICY,7,numeric__recomputed_legal_move_count,0.040493420012029484,5,4.049342001202948,numeric,recomputed_legal_move_count
R3_STATE_CENTRIC_POLICY,22,categorical__side_mode_PRESERVE,0.03990029181520392,6,3.9900291815203923,categorical,side_mode_PRESERVE
R3_STATE_CENTRIC_POLICY,16,numeric__single_legal_move_flag,0.037751526159406794,7,3.775152615940679,numeric,single_legal_move_flag
R3_STATE_CENTRIC_POLICY,17,numeric__multi_legal_move_flag,0.03655211603741221,8,3.655211603741221,numeric,multi_legal_move_flag
R3_STATE_CENTRIC_POLICY,31,categorical__active_card_Eevee,0.03594467843321539,9,3.5944678433215387,categorical,active_card_Eevee
R3_STATE_CENTRIC_POLICY,18,numeric__model_choice_required_flag,0.034221057535609146,10,3.4221057535609147,numeric,model_choice_required_flag
R3_STATE_CENTRIC_POLICY,15,numeric__absolute_damage_difference,0.033566929602172335,11,3.3566929602172335,numeric,absolute_damage_difference
R3_STATE_CENTRIC_POLICY,21,categorical__side_mode_FLIP,0.03237370024476118,12,3.2373700244761183,categorical,side_mode_FLIP
R3_STATE_CENTRIC_POLICY,3,numeric__player_damage,0.030931890138602716,13,3.093189013860272,numeric,player_damage
R3_STATE_CENTRIC_POLICY,35,categorical__inactive_card_Eevee,0.030530301813397987,14,3.053030181339799,categorical,inactive_card_Eevee
R3_STATE_CENTRIC_POLICY,23,categorical__player_card_Bulbasaur,0.03024015848125746,15,3.024015848125746,categorical,player_card_Bulbasaur
R3_STATE_CENTRIC_POLICY,43,categorical__damage_band_HIGH_DAMAGE,0.029283087962767823,16,2.928308796276782,categorical,damage_band_HIGH_DAMAGE
R3_STATE_CENTRIC_POLICY,0,numeric__turn_number,0.026197338736102638,17,2.6197338736102638,numeric,turn_number
R3_STATE_CENTRIC_POLICY,6,numeric__hand_size,0.025160347631059867,18,2.5160347631059867,numeric,hand_size
