strategy,feature_position,feature_name,importance,importance_rank,importance_percent,feature_type,base_feature
R3_STATE_CENTRIC_POLICY,9,numeric__defending_energy,0.02360134971317429,19,2.360134971317429,numeric,defending_energy
R3_STATE_CENTRIC_POLICY,13,numeric__defending_damage,0.02301610524625142,20,2.301610524625142,numeric,defending_damage
R3_STATE_CENTRIC_POLICY,2,numeric__opponent_energy,0.021486661074302617,21,2.1486661074302615,numeric,opponent_energy
R3_STATE_CENTRIC_POLICY,1,numeric__player_energy,0.02008423120133379,22,2.0084231201333793,numeric,player_energy
R3_STATE_CENTRIC_POLICY,40,categorical__energy_band_LOW,0.019717663488655262,23,1.9717663488655262,categorical,energy_band_LOW
R3_STATE_CENTRIC_POLICY,32,categorical__active_card_Meowth,0.019582793681815015,24,1.9582793681815016,categorical,active_card_Meowth
R3_STATE_CENTRIC_POLICY,42,categorical__energy_band_ZERO,0.01957893197048806,25,1.9578931970488058,categorical,energy_band_ZERO
R3_STATE_CENTRIC_POLICY,8,numeric__acting_energy,0.019481321908528935,26,1.9481321908528935,numeric,acting_energy
R3_STATE_CENTRIC_POLICY,26,categorical__player_card_Meowth,0.016891461531684488,27,1.6891461531684488,categorical,player_card_Meowth
R3_STATE_CENTRIC_POLICY,4,numeric__opponent_damage,0.010279938674264228,28,1.0279938674264228,numeric,opponent_damage
R3_STATE_CENTRIC_POLICY,24,categorical__player_card_Charmander,0.010155091874263273,29,1.0155091874263273,categorical,player_card_Charmander
R3_STATE_CENTRIC_POLICY,41,categorical__energy_band_READY,0.009723053548353311,30,0.9723053548353311,categorical,energy_band_READY
R3_STATE_CENTRIC_POLICY,5,numeric__prize_cards_remaining,0.00800912099519224,31,0.8009120995192239,numeric,prize_cards_remaining
R3_STATE_CENTRIC_POLICY,19,categorical__current_side_Opponent,0.00778789813375323,32,0.778789813375323,categorical,current_side_Opponent
R3_STATE_CENTRIC_POLICY,20,categorical__current_side_Player,0.006674955828422275,33,0.6674955828422275,categorical,current_side_Player
R3_STATE_CENTRIC_POLICY,25,categorical__player_card_Eevee,0.00576820538350287,34,0.576820538350287,categorical,player_card_Eevee
R3_STATE_CENTRIC_POLICY,27,categorical__opponent_card_Charmander,0.004684287421832361,35,0.4684287421832361,categorical,opponent_card_Charmander
R3_STATE_CENTRIC_POLICY,28,categorical__opponent_card_Eevee,0.004111619339716495,36,0.41116193397164946,categorical,opponent_card_Eevee
R3_STATE_CENTRIC_POLICY,11,numeric__absolute_energy_difference,0.0031835729416457973,37,0.31835729416457975,numeric,absolute_energy_difference
R3_STATE_CENTRIC_POLICY,38,categorical__battle_phase_LATE,0.0029711646975973233,38,0.2971164697597323,categorical,battle_phase_LATE
R3_STATE_CENTRIC_POLICY,39,categorical__battle_phase_MID,0.002721162293180329,39,0.2721162293180329,categorical,battle_phase_MID
R3_STATE_CENTRIC_POLICY,45,categorical__damage_band_MEDIUM_DAMAGE,0.001789204289739742,40,0.1789204289739742,categorical,damage_band_MEDIUM_DAMAGE
R3_STATE_CENTRIC_POLICY,33,categorical__inactive_card_Bulbasaur,0.0012390883592140584,41,0.12390883592140584,categorical,inactive_card_Bulbasaur
R3_STATE_CENTRIC_POLICY,37,categorical__battle_phase_EARLY,0.0010775613531257954,42,0.10775613531257955,categorical,battle_phase_EARLY
R3_STATE_CENTRIC_POLICY,44,categorical__damage_band_LOW_DAMAGE,0.001060381185578887,43,0.10603811855788871,categorical,damage_band_LOW_DAMAGE
R3_STATE_CENTRIC_POLICY,34,categorical__inactive_card_Charmander,0.0010167427463013952,44,0.10167427463013952,categorical,inactive_card_Charmander
R3_STATE_CENTRIC_POLICY,10,numeric__energy_difference,0.0009723191837532374,45,0.09723191837532373,numeric,energy_difference
R3_STATE_CENTRIC_POLICY,36,categorical__inactive_card_Meowth,0.00010158602814727669,46,0.01015860281472767,categorical,inactive_card_Meowth
